isbn,bookid,bookname,author,publish,releaseDate
11002·350,B_1961_000073,巴黎公社史,〔苏〕凯尔任策夫　著,三联书店,-278928000000
2002·149,B_1961_000075,反对哲学中的修正主义,[俄]普列汉诺夫　著,生活·读书·新知三联书店,-270979200000
3001·668,B_1962_000023,阿尔巴尼亚劳动党中央委员会向第四次代表大会的工作报告,恩维尔·霍查,人民出版社,-226224000000
3001·682,B_1962_000031,胡志明选集（第一卷）,胡志明　著,人民出版社,-223632000000
3001·677,B_1962_000036,论马克思主义,迪·努·艾地,人民出版社,-223632000000
3001·675,B_1962_000041,历史将宣判我无罪,菲德尔·卡斯特罗,人民出版社,-226224000000
3001·684,B_1962_000049,向全国人民报告美国雇佣军入侵事件和吉隆滩战果的电视演说,菲德尔·卡斯特罗,人民出版社,-226224000000
3001·680,B_1962_000051,在第十五届联合国大会上的演说,菲德尔·卡斯特罗,人民出版社,-226224000000
11002·370,B_1962_000077,一八七一年公社史,[法]利沙加勒　著,生活·读书·新知三联书店,-249811200000
4002·183,B_1962_000082,论马克思的“政治经济学批判”,[苏]列·阿·列昂节夫　著,生活·读书·新知三联书店,-252489600000
4002·185,B_1962_000085,国民经济平衡表问题概论,[苏]索波里　著,生活·读书·新知三联书店,-244713600000
4002·187,B_1962_000086,国民经济学入门,[德]卢森堡　著,生活·读书·新知三联书店,-247392000000
6004·346,B_1962_000087,苏俄刑法典,,法律出版社,-239443200000
4002·193,B_1962_000090,社会主义政治经济学,[苏]阿特拉斯等　主编,生活·读书·新知三联书店,-228902400000
3003·657,B_1962_000106,阿尔巴尼亚,翟世雄　著,世界知识出版社,-226224000000
2002·158,B_1962_000113,普列汉诺夫哲学著作选集（第三卷）,,生活·读书·新知三联书店,-236851200000
11002·329,B_1962_000117,捷克斯洛伐克史纲,[捷]弗郎蒂舍克·卡夫卡　著,生活·读书·新知三联书店,-236851200000
3002·74,B_1962_000121,修正主义反对无产阶级专政学说,[苏]萨谢理雅　著,生活·读书·新知三联书店,-234172800000
3001·769,B_1963_000065,苏共领导联印反华的真相,人民日报编辑部,人民出版社,-194688000000
3001·763,B_1963_000080,金日成选集（第四卷）,,人民出版社,-192096000000
3001·741,B_1963_000081,金日成选集（第五卷）,,人民出版社,-199958400000
3001·708,B_1963_000091,艾地选集（第一卷）,[印尼]艾地(D.N.Aidit)　著,人民出版社,-215856000000
3001·731,B_1963_000092,艾地选集（第二卷）,[印尼]艾地.D.N.　著,人民出版社,-202636800000
3001·721,B_1963_000130,卡斯特罗言论集（第一册）,,人民出版社,-213177600000
3001·711,B_1963_000131,卡斯特罗言论集（第二册）,,人民出版社,-213177600000
3001·698,B_1963_000141,菲德尔·卡斯特罗在美洲妇女代表大会上的演说,[古巴]菲德尔·卡斯特罗　著,人民出版社,-220953600000
3001·771,B_1963_000150,朝鲜劳动党四届七中全会文件,,人民出版社,-192096000000
3001·696,B_1963_000151,越南劳动党三届五中全会和七中全会文件,,人民出版社,-218275200000
3001·777,B_1963_000152,越南劳动党三届八中全会文件,,人民出版社,-192096000000
3001·753,B_1963_000166,在庆祝阿尔巴尼亚独立五十周年和解放十八周年招待会上的讲话,恩维尔·霍查,人民出版社,-197366400000
3001·726,B_1963_000168,十月革命，爱国主义和国际主义,[印尼]迪·努·艾地(Aidit,D.N.)　著,人民出版社,-213177600000
3002·78,B_1963_000176,第一国际的建立（文件集）,明斯　编,生活·读书·新知三联书店,-220953600000
4002·208,B_1963_000177,外国经济史（资本主义时代）,[苏]波梁斯基　著,生活·读书·新知三联书店,-202636800000
4002·209,B_1963_000183,《资本论》注释（第三卷）,[苏]卢森贝　著,生活·读书·新知三联书店,-215856000000
4002·211,B_1963_000206,国民经济计划和平衡问题,[苏]图列茨基　著,生活·读书·新知三联书店,-207907200000
6004·351,B_1963_000207,保加利亚人民共和国刑法典,,法律出版社,-210585600000
11002·371,B_1963_000214,德国社会民主党史（第一卷）,[德]弗·梅林　著,生活·读书·新知三联书店,-199958400000
3002·81,B_1963_000216,民族国家、帝国主义国家和国家联盟,[德]卡尔·考茨基　著,生活·读书·新知三联书店,-218275200000
3002·99,B_1963_000218,铁托传,[南]弗拉吉米尔·杰吉耶尔　著,生活·读书·新知三联书店,-220953600000
3002·104,B_1963_000219,无产阶级专政,[德]卡尔·考茨基　著,生活·读书·新知三联书店,-205315200000
4002·214,B_1963_000221,苏联报刊关于利别尔曼建议的讨论文集——关于计划制度、考核企业的指标和物质刺激问题,孙尚清　刘翰辰　章良猷　编,生活·读书·新知三联书店,-207907200000
4002·221,B_1963_000222,南斯拉夫的经济政策,[南]斯杰潘·洛夫连诺维奇　著,生活·读书·新知三联书店,-194688000000
6004·355,B_1963_000223,社会主义民主国家南斯拉夫,[南]约万·乔治耶维奇　著,法律出版社,-199958400000
6004·356,B_1963_000224,南斯拉夫社会主义联邦共和国宪法,,法律出版社,-192096000000
3001·686,B_1963_000228,金日成选集（第六卷）,,人民出版社,-213177600000
3001·758,B_1963_000230,在阿尔巴尼亚劳动党成立二十周年和伟大十月社会主义革命四十四周年庆祝大会上的讲话,恩维尔·霍查　著,人民出版社,-194688000000
4002·212,B_1963_000240,南斯拉夫经济论文选,〔南〕米拉金·乌约舍维奇等　著,生活·读书·新知三联书店,-213177600000
3001·849,B_1964_000149,关于赫鲁晓夫的假共产主义及其在世界历史上的教训——九评苏共中央的公开信,人民日报编辑部　红旗杂志编辑部　编,人民出版社,-173692800000
3001·728,B_1964_000189,苏联共产党代表大会、代表会议和中央全会决议汇编（第二分册）,中共中央马克思恩格斯列宁斯大林著作编译局　译,人民出版社,-186739200000
3001·736,B_1964_000190,苏联共产党代表大会、代表会议和中央全会决议汇编（第一分册）,中共中央马克思恩格斯列宁斯大林著作编译局　译,人民出版社,-184233600000
3001·778,B_1964_000234,关于农村经济、社会和文化状况及其进一步提高的措施——在阿尔巴尼亚劳动党中央委员会全体会议上的报告,(阿)恩维尔·霍查　著,人民出版社,-186739200000
3001·786,B_1964_000251,胡志明选集 第二卷,胡志明　著,人民出版社,-181555200000
3001·802,B_1964_000266,高举民族解放的革命旗帜！,朝鲜《劳动新闻》编辑部文章,人民出版社,-184233600000
3001·860,B_1964_000269,彻底揭露赫鲁晓夫集团关于所谓反对“个人迷信”的危险阴谋,阿巴尔尼亚《人民之声报》编辑部文章,人民出版社,-168336000000
3001·790,B_1964_000271,莫斯科声明——反对帝国主义和修正主义的斗争的不可战胜的旗帜,阿尔巴尼亚《人民之声报》编辑部文章,人民出版社,-189417600000
3001·816,B_1964_000283,铁托集团关于无产阶级革命的修正主义观点,,人民出版社,-178963200000
3001·809,B_1964_000292,南斯拉夫铁托集团关于战争与和平问题的反动言论,,人民出版社,-181555200000
3001·814,B_1964_000317,我党国际任务中的若干问题,黎笋,人民出版社,-181555200000
3001·770,B_1964_000318,印度尼西亚革命和印度尼西亚共产党的迫切任务,[印迪]努·艾地　著,人民出版社,-186739200000
3001·798,B_1964_000323,南斯拉夫铁托集团关于民族解放运动的反动言论,人民出版社　编,人民出版社,-184233600000
2002·184,B_1964_000349,列宁《哲学笔记》研究,白俄罗斯苏维埃社会主义共和国哲学研究所 白俄罗斯国立列宁大学辩证唯物主义与历史唯物主义教研室、哲学史教研室集体　编,生活·读书·新知三联书店,-171014400000
2002·217,B_1964_000353,论艺术（没有地址的信）,[俄]普列汉诺夫　著,生活·读书·新知三联书店出版,-160473600000
3002·120,B_1964_000355,帝国主义,[德]卡尔·考茨基　著,生活·读书·新知三联书店,-168336000000
11002·374,B_1964_000359,第一国际史,[德]耶克　著,生活·读书·新知三联书店,-181555200000
3001·782,B_1964_000360,南斯拉夫修正主义是美帝国主义的工具——越南劳动党报刊文选,,人民出版社,-189417600000
3002·122,B_1964_000362,苏联“全民党”问题文摘,生活·读书·新知三联书店　编辑,生活·读书·新知三联书店,-165744000000
11002·384,B_1964_000364,德国社会民主党史（第二卷）,[德]弗·梅林　著,生活·读书·新知三联书店,-171014400000
11002·419,B_1964_000365,阿尔巴尼亚史纲,[阿尔巴尼亚]克利斯托·弗拉舍里　著,生活·读书·新知三联书店,-163065600000
11002·388,B_1964_000367,国际工人运动和民族解放运动史（第二卷）（一九一七——一九三九年）,[苏]波波夫　主编,生活·读书·新知三联书店,-160473600000
3002·107,B_1964_000369,普列汉诺夫机会主义文选（一九〇三——一九〇八年）上,,生活·读书·新知三联书店,-186739200000
11002·381,B_1964_000371,第一国际第二国际历史资料（第一国际）,[苏]伊·布拉斯拉夫斯基　编,生活·读书·新知三联书店,-184233600000
11002·385,B_1964_000372,苏联历史论文选辑　第一辑,,生活·读书·新知三联书店,-181555200000
11002·387,B_1964_000373,苏联历史论文选辑（第二辑）,,生活·读书·新知三联书店,-171014400000
11002·393,B_1964_000374,国际工人运动和民族解放运动史（第一卷）（十八世纪六十年——八十年代至一九一七年）,[苏]波戈留波夫　雷日科娃　主编,生活·读书·新知三联书店,-163065600000
2002·188,B_1964_000375,南共联盟纲领和思想斗争“尖锐化”,[南]维利科·弗拉霍维奇　著,生活·读书·新知三联书店,-186739200000
11002·392,B_1964_000380,第二国际的兴亡（1889—1929）,〔德〕约·连茨　著,生活·读书·新知三联书店,-168336000000
3001·806,B_1964_000388,亚洲、非洲、拉丁美洲民族主义者关于民族解放运动的言论,,人民出版社,-178963200000
3001·874,B_1965_000013,罗马尼亚解放二十周年文集,,人民出版社,-150019200000
3001·888,B_1965_000027,赫鲁晓夫是怎样下台的,,人民出版社,-157795200000
3001·930,B_1965_000045,社会主义新阿尔巴尼亚的二十年,,人民出版社,-128937600000
3001·938,B_1965_000053,苏共领导是宣言和声明的背叛者,,人民出版社,-128937600000
3001·923,B_1965_000091,新西兰共产党政治委员会关于莫斯科三月会议的声明,,人民出版社,-128937600000
3001·875,B_1965_000102,日本共产党第九次代表大会文件,,人民出版社,-150019200000
2002·155,B_1965_000129,论个人在历史上的作用问题,[俄]普列汉诺夫　著,生活·读书·新知三联书店,-155116800000
4002·240,B_1965_000133,苏联共产主义建设和社会主义各国合作,[苏]索罗金　主编,生活·读书·新知三联书店,-139478400000
4002·244,B_1965_000134,南斯拉夫一个工厂的工人管理,[南]M.博哥萨佛列维奇　M.伯沙科维奇　著,生活·读书·新知三联书店,-142156800000
11002·414,B_1965_000139,共产国际文件汇编　1919—1932（第三册）,[匈]贝拉·库恩　编,生活·读书·新知三联书店,-152697600000
3001·867,B_1965_000142,越南南方民族解放阵线中央委员会声明（一九六五年三月二十二日）,,人民出版社,-150019200000
4002·239,B_1965_000143,苏联报刊关于利别尔曼建议的讨论文集（续集）——关于计划制度、考核企业的指标和物质刺激问题,孙尚清　刘翰辰　章良猷　编,生活·读书·新知三联书店,-157795200000
11002·407,B_1965_000147,苏联历史论文选辑（第三辑）,,生活·读书·新知三联出版社,-155116800000
3002·117,B_1965_000149,社会主义的前提和社会民主党的任务,[德]爱德华·伯恩施坦　著,生活·读书·新知三联书店,-155116800000
3002·124,B_1965_000150,普列汉诺夫机会主义文选（一九〇三——一九〇八年）下,,生活·读书·新知三联书店,-142156800000
11002·408,B_1965_000162,德国社会民主党史（第三卷）,[德]弗·梅林　著,三联出版社,-157795200000
3001·948,B_1966_000072,苏共新领导奉行苏美合作路线的供状,,人民出版社,-123580800000
3001·946,B_1966_000079,阿尔巴尼亚劳动党和新西兰共产党的战斗团结,,人民出版社,-123580800000
3001·962,B_1966_000080,赫鲁晓夫修正主义者面临严重的困难、失败和矛盾,阿巴尔尼亚《人民之声报》编辑部文章,人民出版社,-118483200000
3001·968,B_1966_000088,阿尔巴尼亚劳动党中央委员会给全体党员、全国劳动人民和全体战士、军官的公开信,,人民出版社,-118483200000
11002·425,B_1966_000157,德国社会民主党史（第四卷）,[德]弗·梅林　著,生活·读书·新知三联书店,-126259200000
3002·131,B_1966_000161,伯恩施坦言论,中共中央马克思列宁恩格斯斯大林著作编译局资料室　编,生活·读书·新知三联书店,-118483200000
3002·148,B_1966_000162,第二国际、第三国际和维也纳联合会柏林会议记录,,生活·读书·新知三联书店,-115891200000
2002·212,B_1966_000163,马克思主义的当前问题,〔法〕亨利·勒斐弗尔　著,生活·读书·新知三联书店,-121161600000
11002·429,B_1966_000164,一九一九年匈牙利苏维埃共和国,马·法·列波夫　著,三联书店,-121161600000
